code;measure;name;level;parent;type
02.01.430;Тонна;Гуммиарабик;6;02.01.000;G
02.01.440;Тонна;Прочие природные смолы, живица (бальзамы), камеди;6;02.01.000;G
02.01.450;Тонна;Натуральная пробка, необработанная или прошедшая первичную обработку;6;02.01.000;G
02.01.510;Тонна;Мхи и лишайники, используемые для декоративных целей;6;02.01.000;G
02.01.520;Штука;Рождественские деревья и ветки хвойных деревьев;6;02.01.000;G
02.01.530;Штука;Части растений без цветков и бутонов и травы, пригодные для составления букетов и других декоративных целей;6;02.01.000;G
02.01.540;Штука;Засушенные или обработанные другими способами части растений без цветков и бутонов и травы, пригодные для составления букетов и других декоративных целей;6;02.01.000;G
02.01.610;Погонный метр;Растительные материалы, используемые, главным образом, для плетения;6;02.01.000;G
02.01.620;Погонный метр;Растительные материалы, используемые, главным образом, для набивки (например, капок, растительные волокна, морской взморник), в том числе, в виде полотнищ на подложке из других материалов или без нее;6;02.01.000;G
02.01.630;Погонный метр;Материалы растительного происхождения, используемые, главным образом, для производства щеточных изделий и метел;6;02.01.000;G
02.01.640;Погонный метр;Материалы растительного происхождения, не включенные в другие группировки;6;02.01.000;G
02.01.710;Кубический метр;Лес хвойных пород на корню;6;02.01.000;G
02.01.720;Кубический метр;Лес лиственных пород на корню;6;02.01.000;G
02.01.810;;Услуги по выращиванию саженцев деревьев и кустарников и порослевого леса;6;02.01.000;S
02.01.820;;Услуги по выращиванию рождественских (новогодних) елок;6;02.01.000;S
02.01.990;;Прочие виды товаров и услуг, относящиеся к группировке 02.01.000;6;02.01.000;
02.01.991;;Прочие виды товаров, относящиеся к группировке 02.01.000;7;02.01.990;G
02.01.992;;Прочие виды услуг, относящиеся к группировке 02.01.000;7;02.01.990;S
02.02.000;;Услуги, связанные с лесоводством и лесозаготовками;5;02.0;
02.02.110;;Услуги, связанные с лесоводством;6;02.02.000;S
02.02.120;;Услуги, связанные с лесозаготовками;6;02.02.000;S
02.02.990;;Прочие виды услуг, относящиеся к группировке 02.02.000;6;02.02.000;S
Раздел B;;РЫБА И ПРОЧАЯ ПРОДУКЦИЯ РЫБОЛОВСТВА; УСЛУГИ, СВЯЗАННЫЕ С РЫБОЛОВСТВОМ;1;;
Подраздел BA;;РЫБА И ПРОЧАЯ ПРОДУКЦИЯ РЫБОЛОВСТВА; УСЛУГИ, СВЯЗАННЫЕ С РЫБОЛОВСТВОМ;2;Раздел B;
05;;Рыба и прочая продукция рыболовства; услуги, связанные с рыболовством;3;Подраздел BA;
05.0;;Рыба и прочая продукция рыболовства; услуги связанные с рыболовством;4;05;
05.00.000;;Рыба и прочая продукция рыболовства; услуги, связанные с рыболовством;5;05.0;
05.00.110;Тонна;Живая лососевая рыба;6;05.00.000;G
05.00.120;Тонна;Живая камбалообразная рыба и живой морской окунь (скорпена);6;05.00.000;G
05.00.130;Тонна;Живая окунеобразная и макрелещуковая рыба;6;05.00.000;G
05.00.140;Тонна;Живая карповая рыба;6;05.00.000;G
05.00.150;Тонна;Живая осетровая рыба;6;05.00.000;G
05.00.160;Тонна;Живая сиговая рыба;6;05.00.000;G
05.00.170;Тонна;Живая тресковая рыба;6;05.00.000;G
05.00.180;Тонна;Живая сельдевая и анчоусовая рыба;6;05.00.000;G
05.00.220;Тонна;Живая декоративная рыба;6;05.00.000;G
05.00.410;Тонна;Свежая или охлажденная лососевая рыба;6;05.00.000;G
05.00.420;Тонна;Свежая или охлажденная камбалообразная рыба, свежий и охлажденный морской окунь (скорпена);6;05.00.000;G
05.00.430;Тонна;Свежая или охлажденная окунеобразная и макрелещуковая рыба;6;05.00.000;G
