code;measure;name;level;parent;type
29.32.630;Штука;Самозагружающиеся и саморазгружающиеся специальные прицепы и полуприцепы для животноводства и кормопроизводства;6;29.32.000;G
29.32.640;;Машины для очистки, сортировки или калибровки яиц, фруктов или прочих продуктов, кроме семян, зерна и сухих бобовых культур;6;29.32.000;
29.32.641;Штука;Сортировки и пункты первичной обработки картофеля;7;29.32.640;G
29.32.642;Штука;Машины для сортировки и пункты первичной обработки корнеплодов и лука;7;29.32.640;G
29.32.643;Штука;Машины для сортировки и пункты первичной обработки овощей;7;29.32.640;G
29.32.644;Штука;Машины для очистки и мойки овощей;7;29.32.640;G
29.32.645;Штука;Машины для сортировки плодов и ягод;7;29.32.640;G
29.32.646;Штука;Машины для мойки, укладки и упаковывания плодов;7;29.32.640;G
29.32.647;Штука;Оборудование для просмотра, очистки, сортировки и упаковки яиц;7;29.32.640;G
29.32.650;;Доильные аппараты;6;29.32.000;
29.32.651;Штука;Доильные установки;7;29.32.650;G
29.32.652;Штука;Доильные аппараты;7;29.32.650;G
29.32.660;;Оборудование для приготовления кормов для животных; оборудование для птицеводства; инкубаторы и брудеры для птицеводства;6;29.32.000;
29.32.661;Штука;Машины и оборудование для заготовки консервированных и сочных кормов;7;29.32.660;G
29.32.662;Штука;Машины и оборудование для приготовления кормов для животных;7;29.32.660;G
29.32.663;Штука;Машины и оборудование для выращивания птицы;7;29.32.660;G
29.32.664;Штука;Машины и оборудование для содержания птицы;7;29.32.660;G
29.32.670;Штука;Машины для послеуборочной обработки зерна;6;29.32.000;G
29.32.680;;Оборудование для сельского хозяйства, лесного хозяйства, птицеводства и пчеловодства, не включенное в другие группировки;6;29.32.000;
29.32.681;Штука;Машины для корчевания деревьев;7;29.32.680;G
29.32.682;Штука;Лесопосадочные машины;7;29.32.680;G
29.32.683;Штука;Инструмент, инвентарь и средства малой механизации лесохозяйственного применения;7;29.32.680;G
29.32.684;Штука;Автопоилки для ферм крупного рогатого скота;7;29.32.680;G
29.32.685;Штука;Автопоилки для свиноферм;7;29.32.680;G
29.32.686;Штука;Автопоилки для овцеводческих ферм;7;29.32.680;G
29.32.687;Штука;Автопоилки для птиц;7;29.32.680;G
29.32.688;Штука;Кормушки и поилки для животных (кроме автопоилок);7;29.32.680;G
29.32.691;Штука;Оборудование для кормления животных, не включенное в другие группировки;7;29.32.680;G
29.32.692;Штука;Разгрузчики силоса;7;29.32.680;G
29.32.693;Штука;Разборное оборудование для хранения сельскохозяйственной продукции (складское демонтируемое оборудование);7;29.32.680;G
29.32.694;Штука;Измельчители-просеиватели и смесители удобрений;7;29.32.680;G
29.32.710;;Части оборудования для сельского и лесного хозяйства;6;29.32.000;
29.32.711;Штука;Части оборудования для обработки и возделывания почвы для сельского хозяйства, садоводства и лесного хозяйства;7;29.32.710;G
29.32.712;Штука;Части машин и оборудования для уборки или обмолота сельскохозяйственных культур (включая пресс-подборщики, прессы для упаковывания в кипы соломы или сена; сенокосилки или газонокосилки), машин для очистки, сортировки или калибровки яиц, плодов или других сельскохозяйственных продуктов (кроме семян, зерна и сухих бобовых культур);7;29.32.710;G
29.32.713;Штука;Части оборудования для птицеводства, включая части инкубаторов и брудеров;7;29.32.710;G
29.32.714;Штука;Части машины и оборудования для лесного хозяйства;7;29.32.710;G
29.32.715;Штука;Части машины и оборудования для приготовления кормов для животных;7;29.32.710;G
29.32.810;;Услуги по монтажу оборудования для сельского и лесного хозяйства;6;29.32.000;S
29.32.820;;Услуги по ремонту оборудования для сельского и лесного хозяйства;6;29.32.000;S
29.32.830;;Услуги по техническому обслуживанию оборудования для сельского и лесного хозяйства;6;29.32.000;S
29.32.990;;Прочие виды товаров и услуг, относящиеся к группировке 29.32.000;6;29.32.000;
29.32.991;Штука;Прочие виды товаров, относящиеся к группировке 29.32.000;7;29.32.990;G
29.32.992;;Прочие виды услуг, относящиеся к группировке 29.32.000;7;29.32.990;S
29.4;;Станки;4;29;
29.41.000;;Переносные ручные инструменты с механическим приводом;5;29.4;
29.41.110;Штука;Переносные ручные инструменты пневматические вращательного действия (включая комбинированные вращательно-ударного действия) для обработки металла;6;29.41.000;G
29.41.120;Штука;Прочие пневматические переносные ручные инструменты вращательного действия (включая комбинированные вращательно-ударного действия);6;29.41.000;G
29.41.130;Штука;Пневматические ручные инструменты (кроме вращательного действия);6;29.41.000;G
29.41.140;Штука;Цепные пилы со встроенным неэлектрическим двигателем;6;29.41.000;G
29.41.150;Штука;Прочие ручные инструменты, гидравлические или со встроенным неэлектрическим двигателем (кроме цепных пил), не включенные в другие группировки;6;29.41.000;G
29.41.160;Штука;Электродрели, способные работать без внешнего источника питания;6;29.41.000;G
29.41.170;Штука;Электропневматические ручные дрели (включая для сверления, нарезки резьбы, развертывания отверстий, расточные машины и бурильные молотки);6;29.41.000;G
29.41.210;Штука;Цепные пилы со встроенным электрическим двигателем;6;29.41.000;G
29.41.220;Штука;Дисковые пилы со встроенным электрическим двигателем;6;29.41.000;G
29.41.310;Штука;Ручные электроинструменты для работы с текстильными материалами (кроме дрелей, пил);6;29.41.000;G
29.41.320;Штука;Ручные инструменты, со встроенным электрическим двигателем, способные работать без внешнего источника питания, не включенные в другие группировки (кроме дрелей, пил, ручных инструментов для работы с текстильными материалами);6;29.41.000;G
29.41.330;Штука;Электромеханические углошлифовальные аппараты (ручные станки);6;29.41.000;G
29.41.340;Штука;Электромеханические ленточношлифовальные аппараты (ручные станки);6;29.41.000;G
29.41.350;Штука;Прочие электромеханические ручные точильные и шлифовальные станки (кроме углошлифовальных, ленточношлифовальные станков);6;29.41.000;G
29.41.360;Штука;Электромеханические ручные строгальные станки (кроме строгальных станков, способных работать без внешнего источника питания);6;29.41.000;G
29.41.370;Штука;Электромеханические машины для подрезки живой изгороди и стрижки газонов;6;29.41.000;G
29.41.410;;Части переносных ручных инструментов с механическим приводом;6;29.41.000;
29.41.411;Штука;Части цепных пил;7;29.41.410;G
29.41.412;Штука;Части прочих ручных инструментов со встроенным двигателем (кроме пневматических инструментов);7;29.41.410;G
29.41.413;Штука;Части пневматических ручных инструментов;7;29.41.410;G
29.41.990;Штука;Прочие виды товаров, относящиеся к группировке 29.41.000;6;29.41.000;G
29.42.000;;Прочие станки для обработки металлов; услуги, связанные с его монтажем (установкой), ремонтом и техническим обслуживанием;5;29.4;
29.42.110;;Станки для обработки любого материала путем удаления материала с помощью лазера, ультразвука и аналогичным способом;6;29.42.000;
29.42.111;Штука;Станки для обработки любых материалов путем удаления материала лазерным или другим световым или фотонным лучом, используемые в производстве полупроводниковых пластин или приборов;7;29.42.110;G
29.42.112;Штука;Станки для обработки металла, работающие с использованием ультразвуковых процессов;7;29.42.110;G
29.42.113;Штука;Станки для обработки прочих материалов, работающие с использованием ультразвуковых процессов;7;29.42.110;G
29.42.114;Штука;Станки с числовым программным управлением для обработки любых материалов путем удаления материала электроразрядным способом;7;29.42.110;G
29.42.115;Штука;Прочие станки (без числового программного управления) для обработки любых материалов, работающие с использованием электроразрядных процессов;7;29.42.110;G
29.42.116;Штука;Станки для обработки металлов электрохимическим, электронно-лучевым, ионно-лучевым или плазменно-дуговым способом;7;29.42.110;G
29.42.117;Штука;Станки для обработки прочих материалов электрохимическим, электронно-лучевым, ионно-лучевым или плазменно-дуговым способом;7;29.42.110;G
29.42.210;;Обрабатывающие центры; агрегатные станки и многопозиционные (многооперационные) станки для обработки металлов;6;29.42.000;
29.42.211;Штука;Горизонтальные металлообрабатывающие центры;7;29.42.210;G
29.42.212;Штука;Вертикальные металлообрабатывающие центры;7;29.42.210;G
29.42.213;Штука;Агрегатные станки однопозиционные для обработки металла;7;29.42.210;G
29.42.214;Штука;Многопозиционные агрегатные станки для обработки металла;7;29.42.210;G
29.42.310;;Токарные металлорежущие станки;6;29.42.000;
29.42.311;Штука;Горизонтальные многоцелевые токарные станки с числовым программным управлением;7;29.42.310;G
29.42.312;Штука;Горизонтальные токарные станки с числовым программным управлением (кроме многоцелевых токарных станков): токарные автоматы;7;29.42.310;G
29.42.313;Штука;Прочие горизонтальные токарные станки с числовым программным управлением (кроме многоцелевых токарных станков, токарных автоматов);7;29.42.310;G
29.42.314;Штука;Горизонтальные многоцелевые токарные станки без числового программного управления (процессоры или инструментальные станки);7;29.42.310;G
29.42.315;Штука;Горизонтальные токарные автоматы без числового программного управления;7;29.42.310;G
29.42.316;Штука;Прочие горизонтальные токарные станки без числового программного управления (кроме многоцелевых токарных станков, токарных автоматов);7;29.42.310;G
29.42.317;Штука;Вертикальные многоцелевые токарные станки с числовым программным управлением;7;29.42.310;G
29.42.318;Штука;Прочие вертикальные токарные станки с числовым программным управлением (кроме многоцелевых токарных станков);7;29.42.310;G
29.42.321;Штука;Токарно-револьверные станки без числового программного управления;7;29.42.310;G
29.42.322;Штука;Токарно-затыловочные, токарные комбинированные и лоботокарные станки без числового программного управления;7;29.42.310;G
29.42.323;Штука;Токарно-карусельные станки без числового программного управления;7;29.42.310;G
29.42.324;Штука;Токарно-винторезные и токарные станки без числового программного управления;7;29.42.310;G
29.42.410;;Сверлильные, расточные и фрезерные металлорежущие станки;6;29.42.000;
29.42.411;Штука;Сверлильные станки;7;29.42.410;G
29.42.412;Штука;Расточные станки;7;29.42.410;G
29.42.413;Штука;Вертикально-фрезерные станки;7;29.42.410;G
29.42.414;Штука;Горизонтально-фрезерные станки;7;29.42.410;G
29.42.415;Штука;Универсально-фрезерные станки;7;29.42.410;G
29.42.416;Штука;Копировально-фрезерные станки;7;29.42.410;G
29.42.417;Штука;Продольно-фрезерные станки;7;29.42.410;G
29.42.418;Штука;Прочие фрезерные станки (кроме специальных и специализированных);7;29.42.410;G
29.42.421;Штука;Специальные и специализированные станки сверлильно-расточной группы;7;29.42.410;G
29.42.422;Штука;Специальные и специализированные фрезерные станки;7;29.42.410;G
29.42.430;;Резьбонарезные или гайконарезные металлорежущие станки, не включенные в другие группировки;6;29.42.000;
29.42.431;Штука;Болтонарезные станки, кроме специальных и специализированных;7;29.42.430;G
29.42.432;Штука;Гайконарезные станки, кроме специальных и специализированных;7;29.42.430;G
29.42.433;Штука;Резьбонарезные станки, кроме специальных и специализированных;7;29.42.430;G
29.42.434;Штука;Специальные и специализированные станки резьбонарезные, работающие метчиками;7;29.42.430;G
29.42.510;;Станки для снятия заусенцев, заточные, шлифовальные, доводочные (хонинговальные), отрезные или строгальные станки или для прочих видов обработки металлов;6;29.42.000;
29.42.511;Штука;Шлифовальные станки с точностью позиционирования по любой оси не ниже 0,01 мм, с числовым программным управлением;7;29.42.510;G
29.42.512;Штука;Шлифовальные станки с точностью позиционирования по любой оси не ниже 0,01 мм, без числового программного управления;7;29.42.510;G
29.42.513;Штука;Заточные станки для обработки металла (для режущих инструментов) с числовым программным управлением;7;29.42.510;G
29.42.514;Штука;Заточные станки для обработки металла (для режущих инструментов) без числового программного управления;7;29.42.510;G
29.42.515;Штука;Хонинговальные или доводочные станки для обработки металла с числовым программным управлением;7;29.42.510;G
29.42.516;Штука;Хонинговальные или доводочные станки для обработки металла без числового программного управления;7;29.42.510;G
29.42.517;Штука;Металлообрабатывающие станки для удаления заусенцев или полирования (кроме зубоотделочных станков);7;29.42.510;G
29.42.518;Штука;Протяжные станки для обработки металла с числовым программным управлением;7;29.42.510;G
29.42.521;Штука;Протяжные станки для обработки металла без числового программного управления;7;29.42.510;G
29.42.522;Штука;Зуборезные, зубошлифовальные и зубоотделочные станки с числовым программным управлением для обработки металла;7;29.42.510;G
29.42.523;Штука;Зубострогальные и зуборезные станки без числового программного управления для конических колес;7;29.42.510;G
29.42.524;Штука;Зубошлифовальные станки без числового программного управления;7;29.42.510;G
29.42.525;Штука;Пильные и отрезные станки для обработки металла;7;29.42.510;G
29.42.526;Штука;Поперечнострогальные и долбежные станки для обработки металла или металлокерамики;7;29.42.510;G
29.42.527;Штука;Продольнострогальные станки для обработки металла или металлокерамики;7;29.42.510;G
29.42.528;Штука;Кромкострогальные станки для обработки металла или металлокерамики;7;29.42.510;G
29.42.550;;Гибочные, кромкогибочные, правильные машины, механические ножницы, пробивные и вырубные машины для обработки металлов, с числовым программным управлением;6;29.42.000;
29.42.551;Штука;Гибочные, кромкогибочные и правильные машины (включая прессы) с числовым программным управлением для обработки изделий из листового металла;7;29.42.550;G
29.42.552;Штука;Гибочные, кромкогибочные, правильные (включая прессы) машины с числовым программным управлением, используемые в производстве полупроводниковых приборов;7;29.42.550;G
29.42.553;Штука;Механические ножницы (включая прессы) с числовым программным управлением для обработки металла (кроме комбинированных пробивных и высечных машин);7;29.42.550;G
29.42.554;Штука;Пробивные или вырубные машины (включая прессы), в том числе комбинированные пробивные и высечные, с числовым программным управлением, для обработки изделий из листового материала;7;29.42.550;G
29.42.610;;Гибочные, кромкогибочные, правильные машины, механические ножницы, пробивные и вырубные машины для обработки металлов, без числового программного управления;6;29.42.000;
29.42.611;Штука;Листогибочные прессы;7;29.42.610;G
29.42.612;Штука;Листогибочные машины с поворотной гибочной балкой;7;29.42.610;G
29.42.613;Штука;Листогибочные валковые машины и специальные;7;29.42.610;G
29.42.614;Штука;Горизонтальные гибочно-штамповочные прессы;7;29.42.610;G
29.42.615;Штука;Трубогибочные машины;7;29.42.610;G
29.42.616;Штука;Зиговочные машины;7;29.42.610;G
29.42.617;Штука;Листовые ножницы для обработки металла с наклонным ножом (гильотинные);7;29.42.610;G
29.42.618;Штука;Листовые дисковые ножницы для обработки металла;7;29.42.610;G
29.42.621;Штука;Ножницы сортовые и для резки заготовок;7;29.42.610;G
29.42.622;Штука;Скрапные ножницы;7;29.42.610;G
29.42.623;Штука;Специальные ножницы для обработки металла;7;29.42.610;G
29.42.624;Штука;Пробивные и вырубные машины без числового программного управления для обработки листового металла;7;29.42.610;G
29.42.625;Штука;Комбинированные ножницы и пресс-ножницы;7;29.42.610;G
29.42.650;;Ковочные, штамповочные машины и молоты; гидравлические прессы и прессы для обработки металлов;6;29.42.000;
29.42.651;Штука;Ковочные и штамповочные машины (включая прессы) с числовым программным управлением для обработки металла;7;29.42.650;G
29.42.652;Штука;Молоты с числовым программным управлением для обработки металла;7;29.42.650;G
29.42.653;Штука;Механические прессы чеканочные и горячештамповочные (включая специальные) без числового программного управления;7;29.42.650;G
29.42.654;Штука;Гидравлические прессы ковочные (включая специальные) без числового программного управления;7;29.42.650;G
29.42.655;Штука;Горячештамповочные автоматы без числового программного управления;7;29.42.650;G
29.42.656;Штука;Специальные кузнечно-прессовые автоматы без числового программного управления для холодной штамповки шариков и роликов;7;29.42.650;G
29.42.657;Штука;Ковочные молоты пневматические и паровоздушные без числового программного управления;7;29.42.650;G
29.42.658;Штука;Штамповочные молоты без числового программного управления (включая специальные);7;29.42.650;G
29.42.661;Штука;Горизонтально-ковочные, радиально-обжимные машины без числового программного управления (включая специальные);7;29.42.650;G
29.42.662;Штука;Ковочные вальцы (включая специальные);7;29.42.650;G
29.42.663;Штука;Прессы для формовки металлических порошков путем спекания;7;29.42.650;G
29.42.664;Штука;Прессы пакетировочные и брикетировочные для лома металлов;7;29.42.650;G
29.42.665;Штука;Гидравлические листоштамповочные прессы с числовым программным управлением;7;29.42.650;G
29.42.666;Штука;Гидравлические прессы для производства металлических заклепок, болтов и винтов, без числового программного управления;7;29.42.650;G
29.42.667;Штука;Прочие гидравлические прессы без числового программного управления;7;29.42.650;G
29.42.668;Штука;Формовочные прессы с числовым программным управлением, не включенные в другие группировки;7;29.42.650;G
29.42.671;Штука;Прочие прессы без числового программного управления, не включенные в другие группировки: однокривошипные простого действия;7;29.42.650;G
29.42.672;Штука;Прочие прессы без числового программного управления, не включенные в другие группировки: двухкривошипные и четырехкривошипные простого действия;7;29.42.650;G
29.42.673;Штука;Прочие прессы без числового программного управления, не включенные в другие группировки: кривошипные двойного действия;7;29.42.650;G
29.42.674;Штука;Прочие прессы без числового программного управления, не включенные в другие группировки: кривошипные обрезные;7;29.42.650;G
29.42.675;Штука;Прочие прессы без числового программного управления, не включенные в другие группировки: винтовые;7;29.42.650;G
29.42.676;Штука;Прочие прессы без числового программного управления, не включенные в другие группировки: специальные;7;29.42.650;G
29.42.710;;Станки, не включенные в другие группировки, для обработки металлов, металлокерамики, без удаления материала;6;29.42.000;
29.42.711;Штука;Волочильные станки (станы) для проволоки;7;29.42.710;G
29.42.712;Штука;Волочильные станки (станы) для труб и калибровочные станки (станы) для прутков;7;29.42.710;G
29.42.713;Штука;Волочильно-прокатные станки (станы) с роликовыми головками;7;29.42.710;G
29.42.714;Штука;Резьбонакатные станки для обработки металлов или спеченных материалов (металлокерамики);7;29.42.710;G
29.42.715;Штука;Станки для изготовления пружин (включая специальные);7;29.42.710;G
29.42.716;Штука;Станки для изготовления колючей проволоки;7;29.42.710;G
29.42.717;Штука;Станки для изготовления шплинтов, проволочных гвоздей, скоб, крючков и т.п.;7;29.42.710;G
29.42.718;Штука;Станки для изготовления проволочной решетки или сетки;7;29.42.710;G
29.42.721;Штука;Станки для навивки спиралей из тонкой металлической проволоки в производстве нитей накаливания для электрических лампочек;7;29.42.710;G
29.42.722;Штука;Клепальные станки;7;29.42.710;G
29.42.723;Штука;Ротационно-ковочные машины;7;29.42.710;G
29.42.724;Штука;Токарно-давильные станки;7;29.42.710;G
29.42.725;Штука;Станки для производства гибких труб и спиральной металлической полосы;7;29.42.710;G
29.42.726;Штука;Электромагнитоимпульсные металлоформовочные машины;7;29.42.710;G
29.42.780;Штука;Части и принадлежности станков для обработки металлов;6;29.42.000;G
29.42.810;;Услуги по монтажу станков для обработки металлов;6;29.42.000;S
29.42.820;;Услуги по ремонту станков для обработки металлов;6;29.42.000;S
29.42.830;;Услуги по техническому обслуживанию станков для обработки металлов;6;29.42.000;S
29.42.990;;Прочие виды товаров и услуг, относящиеся к группировке 29.42.000;6;29.42.000;
29.42.991;Штука;Прочие виды товаров, относящиеся к группировке 29.42.000;7;29.42.990;G
29.42.992;;Прочие виды услуг, относящиеся к группировке 29.42.000;7;29.42.990;S
29.43.000;;Прочие станки, не включенные в другие группировки; услуги, связанные с их монтажем (установкой), ремонтом и техническим обслуживанием;5;29.4;
29.43.110;Штука;Станки для распиливания полупроводниковых монокристаллических булей на пластины или пластин на кристаллы;6;29.43.000;G
29.43.120;Штука;Прочие станки для распиливания камня, керамики, бетона, асбестоцемента и аналогичных минеральных материалов и холодной обработки стекла;6;29.43.000;G
29.43.130;Штука;Шлифовальные и полировальные станки для обработки полупроводниковых пластин;6;29.43.000;G
29.43.140;Штука;Шлифовальные и полировальные станки для обработки стекла;6;29.43.000;G
29.43.150;Штука;Шлифовальные и полировальные станки для обработки керамики;6;29.43.000;G
29.43.160;Штука;Шлифовальные и полировальные станки для обработки камня;6;29.43.000;G
29.43.170;Штука;Станки для скрайбирования или образования надрезов на полупроводниковых пластинах;6;29.43.000;G
29.43.180;Штука;Станки для обработки керамики;6;29.43.000;G
29.43.210;Штука;Деревообрабатывающие станки, способные выполнять различные операции по механической обработке без смены инструмента между этими операциями, с ручным перемещением обрабатываемого изделия между операциями;6;29.43.000;G
29.43.220;Штука;Станки, способные выполнять различные операции по механической обработке пробки, кости, твердой резины (эбонита), твердых пластмасс и аналогичных твердых материалов без смены инструмента между этими операциями, с ручным перемещением обрабатываемого изделия между операциями;6;29.43.000;G
29.43.230;Штука;Деревообрабатывающие станки, способные выполнять различные операции по механической обработке без смены инструмента между этими операциями, с автоматическим перемещением обрабатываемого изделия между операциями;6;29.43.000;G
29.43.240;Штука;Станки, способные выполнять различные операции по механической обработке пробки, кости, твердой резины (эбонита), твердых пластмасс и аналогичных твердых материалов без смены инструмента между этими операциями, с автоматическим перемещением обрабатываемого изделия между операциями;6;29.43.000;G
29.43.250;Штука;Ленточные пилы для обработки дерева, пробки, кости, твердой резины (эбонита), твердых пластмасс и аналогичных твердых материалов;6;29.43.000;G
29.43.260;Штука;Дисковые пилы для обработки дерева, пробки, кости, твердой резины (эбонита), твердых пластмасс и аналогичных твердых материалов;6;29.43.000;G
29.43.270;Штука;Деревообрабатывающие строгальные станки;6;29.43.000;G
29.43.280;Штука;Деревообрабатывающие фрезерные и шипорезные станки;6;29.43.000;G
29.43.310;Штука;Строгальные, фрезерные и строгально-калевочные станки для обработки пробки, кости, твердой резины (эбонита), твердых пластмасс и аналогичных твердых материалов;6;29.43.000;G
29.43.320;Штука;Шлифовальные, пескошлифовальные и полировальные станки для обработки дерева, пробки, кости, твердой резины (эбонита), твердых пластмасс и аналогичных твердых материалов;6;29.43.000;G
29.43.330;Штука;Гибочные и сборочные машины для обработки дерева, пробки, кости, твердой резины (эбонита), твердых пластмасс и аналогичных твердых материалов;6;29.43.000;G
29.43.340;Штука;Сверлильные и долбежные станки для обработки дерева, пробки, кости, твердой резины (эбонита), твердых пластмасс и аналогичных твердых материалов;6;29.43.000;G
29.43.350;Штука;Деревообрабатывающие рубильные, дробильные и лущильные станки;6;29.43.000;G
29.43.360;Штука;Рубильные, дробильные и лущильные станки для обработки пробки, кости, твердой резины (эбонита), твердых пластмасс и аналогичных твердых материалов;6;29.43.000;G
29.43.370;Штука;Токарные станки для обработки дерева, пробки, кости, твердой резины (эбонита), твердых пластмасс и аналогичных твердых материалов;6;29.43.000;G
29.43.380;Штука;Деревообрабатывающие станки, предназначаемые специально для конкретной отрасли промышленности, не включенные в другие группировки;6;29.43.000;G
29.43.410;Штука;Станки для обработки пробки, кости, твердой резины (эбонита), твердых пластмасс и аналогичных твердых материалов, предназначаемые специально для конкретной отрасли промышленности, не включенные в другие группировки;6;29.43.000;G
29.43.420;Штука;Прессы для производства древесностружечных и древесноволокнистых плит и плит из других волокнистых материалов;6;29.43.000;G
29.43.430;Штука;Ручные газовые горелки с дутьем (газосварочные и прочие для поверхностной термообработки);6;29.43.000;G
29.43.440;Штука;Машины и аппараты для сварки или поверхностной термообработки, работающие на газе (кроме ручных газовых горелок);6;29.43.000;G
29.43.450;Штука;Оборудование и аппараты (кроме электрических) для пайки твердым и мягким припоем и сварки, не включенные в другие группировки;6;29.43.000;G
29.43.460;Штука;Электрические паяльники и паяльные пистолеты для низкотемпературной пайки;6;29.43.000;G
29.43.470;Штука;Электрические машины и аппараты для высокотемпературной пайки, включая пайку твердым припоем;6;29.43.000;G
29.43.480;Штука;Автоматические и полуавтоматические электрические машины для сварки металла сопротивлением;6;29.43.000;G
29.43.510;Штука;Неавтоматические электрические машины для сварки металла сопротивлением: машины для сварки встык;6;29.43.000;G
29.43.520;Штука;Прочие неавтоматические электрические машины для сварки металла сопротивлением;6;29.43.000;G
29.43.530;Штука;Автоматы и полуавтоматы для электродуговой и электрошлаковой сварки и наплавки комплектно с источниками питания;6;29.43.000;G
29.43.540;Штука;Автоматы и полуавтоматы для дуговой и электрошлаковой сварки и наплавки, не укомплектованные источниками питания;6;29.43.000;G
29.43.550;Штука;Автоматы и полуавтоматы плазменной сварки и резки;6;29.43.000;G
29.43.560;Штука;Неавтоматические машины и аппараты для ручной сварки покрытыми электродами, укомплектованные приспособлениями для сварки или резки (для дуговой, включая плазменно-дуговую, сварки металлов);6;29.43.000;G
29.43.570;Штука;Оборудование для специальных способов сварки металлов, не включенное в другие группировки;6;29.43.000;G
29.43.580;Штука;Автоматические и механизированные линии для газотермического напыления;6;29.43.000;G
29.43.610;Штука;Комплексы автоматизированного оборудования для газотермического напыления;6;29.43.000;G
29.43.620;Штука;Автоматы для газотермического напыления;6;29.43.000;G
29.43.630;Штука;Полуавтоматы для газотермического напыления;6;29.43.000;G
29.43.640;Штука;Машины для газотермического напылення с числовым программным управлением;6;29.43.000;G
29.43.650;Штука;Универсальные машины для газотермического напыления;6;29.43.000;G
29.43.660;Штука;Установки для выполнения проволочных соединений, используемые при изготовлении полупроводниковых приборов;6;29.43.000;G
29.43.670;Штука;Машины и аппараты для сварки пластмасс сопротивлением;6;29.43.000;G
